G,x,y,x2,x3,x4
M,171.0,522.8616175489769,-4478.306209471886,-48421.096189701486,27545.544092819997
F,985.0,2975.3328275531494,-4734.969456511474,-17570.500711717075,-77975.10458193092
F,974.0,2942.3907968169833,8272.31252422715,-32754.70088143057,-31003.515542904282
F,758.0,2293.62674971412,4139.888228560103,-8371.127883859323,49813.08430872254
M,394.0,1192.1030676338191,-5955.187075218861,-20460.451803375825,11434.902741896472
M,13.0,48.73273634048239,3101.744685627934,-14132.770875871702,-28989.066828155876
F,537.0,1631.0259877964068,3935.3036915535226,-18242.718491599044,-8612.586447064756
M,736.0,2218.1149326468103,-20800.585112440695,24174.47016185995,-59335.08772045042
F,691.0,2093.0239217877033,-15868.114636647006,32756.60038925251,-16904.033955204246
M,425.0,1285.605744567422,11173.341750942951,15526.193955479293,1647.1436092507906
M,663.0,1998.933325285368,-20103.648442373564,-7276.854234308746,-64207.91898951254
F,534.0,1622.0652803552525,-3152.7570325102415,-12514.866450192902,25267.082236201553
M,589.0,1776.65609623955,352.3334203469101,36936.742338280295,-20395.51467093368
M,266.0,807.3688077418278,-6915.67452702284,36287.620332745406,-12828.498084931289
M,407.0,1231.6952840663812,1303.747692439735,-3901.8845602139972,-41113.641172914766
F,994.0,3002.0365052753095,3922.3158029865085,38909.89417246278,21382.747873572407
F,97.0,311.11993403931024,-3408.470097101455,-23665.787625105524,5436.976261489381
M,790.0,2380.185713307489,-7709.6014389926,-16332.893797485414,80597.9758526549
F,707.0,2140.858408052003,7668.829573853144,19518.148871282567,53184.31976480712
F,379.0,1156.8630934110183,3265.6428425548033,-1371.831281019839,86044.63204793095
M,55.0,175.3276617289734,5616.325551771369,-51773.779517730596,-35477.82971048949
M,329.0,997.2725568430809,9507.566406030548,-18515.683323569476,-16973.231626455232
M,187.0,571.1901764865887,-6470.335632449833,-9720.126596190927,-22022.05105578051
M,757.0,2280.8937172138294,3565.061986170999,-19602.343123871757,44878.98246293912
M,505.0,1525.3097618089228,-7988.4668221878255,43102.78005991729,58891.19596842105
M,182.0,556.5453359752344,6860.56051175106,2594.3223737577327,74735.72178998003
F,155.0,485.19138154683503,17984.27127195717,-2441.5183945344847,-57050.75252025226
F,189.0,587.3971291899298,3850.340103579935,-8765.721289050072,-11062.127723497524
M,945.0,2845.04071703351,-10115.948980788053,28355.667952200423,-85682.96184417018
M,601.0,1813.2852478288705,-13807.037684813966,22976.968070256367,18029.31531582897
F,135.0,424.84438131138324,3592.8292726029554,42053.40919663826,-15455.068101241912
M,237.0,720.68475980012,-4904.870937912176,51353.04669894321,34361.091624188324
M,404.0,1222.018646187356,980.3927483860082,-5733.838552855954,44794.761325728505
M,161.0,493.221761750748,4327.697797415435,33599.798211863366,-36488.977805427734
M,671.0,2022.4590784737115,-5268.730357944418,50900.26433626823,-79943.08969476212
M,357.0,1080.9006226747895,8545.910462054877,4175.948803404757,-44158.13423815154
F,260.0,800.4668538488222,-3163.8837410653196,36325.172224893926,39393.558451258614
F,334.0,1022.4203480244814,-15773.651339148359,-63679.300999155545,67937.882149105
F,526.0,1598.629987523987,20461.185268382404,-7661.9448321505215,-26531.982123209702
F,647.0,1961.284499190733,-3361.936807145924,30486.620452367682,-2690.851538654841
F,60.0,199.77723018472938,5733.53643365471,-23746.775869120913,-34548.324475134126
F,277.0,851.297451030943,12760.053197310908,-4788.656367641596,-75685.17541926599
M,85.0,265.2608651354359,13155.073955399928,44333.07001048234,-27218.865767266365
M,965.0,2905.0831917133432,-6274.217062656477,-52041.13172747727,-44467.91164301884
M,585.0,1764.5527941265589,-6556.491353540309,16249.289120606934,-16087.155953815458
M,834.0,2511.775627784212,8466.339956320426,-29266.659374577248,-26372.924985000696
F,872.0,2635.7213511915907,3245.33451473688,39198.60974023655,-49281.58307041408
M,867.0,2610.523693546902,-2620.6996335608724,17228.277417708043,-55685.83798281038
M,916.0,2758.08672446643,-4611.228485169087,733.0645537473046,9317.484602009117
M,889.0,2676.912528301362,-19832.363592299855,18613.550261744957,-2545.037652170552
M,915.0,2755.051554025774,6637.4988613182795,9206.307927124459,3717.28593293045
F,318.0,974.0876254467153,1774.2484311342434,43206.89900581389,38786.92774093077
M,494.0,1492.6592756683985,8636.696691098448,-28227.7953770532,-91014.08521859667
F,368.0,1123.8472769122236,1185.0147788678291,-14630.947446845397,-57403.32044269563
F,67.0,220.94733130830187,-13792.88093550404,-12861.413999381568,137773.54649654467
M,283.0,859.0087439024397,-5177.651198686134,-41860.561935531165,-1837.0674761757207
F,579.0,1756.9137993905256,2506.811078407395,-34849.55651896195,-34350.00003203112
M,500.0,1510.1342020399095,-7745.371626220393,-30601.011613665316,57497.088975377665
F,764.0,2311.527574334589,-3719.4984838898495,-10770.082792552472,-25941.964043818392
F,496.0,1507.4326987984546,-7456.298961633869,-1445.3761858855628,72142.15409046518
F,168.0,524.3499656786059,-6474.7645015477765,67706.65186721006,51895.0866359509
M,451.0,1362.4791979182464,125.71559075760939,-12081.661118554006,-78180.59773188873
F,901.0,2723.0136254410495,-20105.395785831603,-46339.89575712121,-59559.535490149974
F,787.0,2381.0455297486483,3272.296525270243,16456.290790878258,-63154.64922248314
F,629.0,1907.252908260335,-13995.398527492729,7108.731951888269,28960.729293066805
F,322.0,986.4311176040467,-6349.402578546429,-43585.92968141088,34787.68939319375
M,954.0,2872.407315276454,24192.682776422665,-684.6026657883326,68918.07154656372
M,592.0,1785.6251740837201,929.9973255465111,-10850.05313137899,52647.643996727486
F,694.0,2102.385869762708,4071.397064915388,-51480.923623835166,-27542.90517225103
M,384.0,1161.764279023461,20317.622342794188,36316.169445569314,-22463.86051894131
F,242.0,745.8348784556422,8595.84149219365,13520.055225727914,-8983.075727786429
F,544.0,1651.8572689733096,584.0621597921252,-30112.227349735633,10847.151448575263
M,217.0,661.0715683450987,2864.803355064281,6801.329457971839,-17056.754690546437
F,803.0,2428.770465237408,792.7646329324111,7089.874095915901,50309.258286678734
M,507.0,1530.8672322278328,-14738.491512363642,1440.9001945556743,15280.01061338854
F,228.0,703.7389695336526,5794.251087197076,68266.65349208337,106756.74777529556
M,865.0,2605.7572399672235,19920.830286405726,-47998.53756985034,-9751.54080623164
M,474.0,1431.7982783732446,19575.410674716797,-65420.02132900331,68740.5052423592
F,933.0,2819.463373367906,-7066.247138752838,25324.92539636681,-20314.996122234796
M,173.0,528.5023089200629,-5239.724753665787,-20757.68623948346,-12864.758860014788
F,388.0,1183.718917131455,5441.905133943523,-19898.003951240753,-50910.707204027836
M,798.0,2403.7807160527937,-13003.171522463439,44253.524969399674,-69018.8659398761
F,425.0,1294.5868369016252,18458.03634678311,25516.174896892135,89372.90411029135
F,798.0,2413.926424618737,-4643.78645147419,-9169.630026677978,49339.19723469723
F,800.0,2420.1987916047233,-12701.191689232528,-49436.07265813881,-33630.47195169227
F,715.0,2164.8405689598712,5652.139477886945,12358.461933954331,62936.12585580103
M,963.0,2899.057069709295,3949.8250921812205,-11892.766752707077,-3282.3184408540774
M,66.0,207.65927521775708,5884.931564810152,34514.93699341441,-76816.950321362
F,683.0,2068.432990277665,2712.5416949484197,-37833.79657664284,5502.942690247999
M,459.0,1387.3488121428572,5772.780767314355,-62724.544030110395,45765.615376946604
M,222.0,675.8265355911482,4983.953900680885,-10128.098430659811,-55155.29333501825
M,98.0,304.1448098460138,3685.0740959662508,273.15836526933526,-37500.69956089337
F,722.0,2186.218029662608,-9580.765221405909,7439.440510951773,16658.988778755192
F,684.0,2072.1200204066004,-5692.136992712003,-11213.577738153781,67637.26387879647
F,401.0,1222.8604578750865,6513.360585947059,-36945.41617398203,-17643.397414787185
M,27.0,90.60359631097622,-2008.167242073655,-43250.507525485795,-59116.49131992371
M,588.0,1774.4581007397633,1834.4839810609983,-12590.636850440746,51410.85824077803
F,890.0,2690.196591901108,-8718.409230898355,-16294.398486450827,29506.89695280106
F,583.0,1769.032624846026,-3637.365523268561,37591.41006559344,23856.899603764858
M,856.0,2577.749354458172,-7504.4682678248555,-23410.21577520343,7672.51094967494
M,470.0,1420.4635198383407,-5935.521971402236,3012.6470801181995,-80689.26450700707
F,483.0,1468.9449010696887,-8921.801739225813,10793.300907594896,-46277.911449644496
F,229.0,706.7110869064763,8194.631146362999,5681.101052425137,-72018.54685430665
M,378.0,1144.1166751016215,10193.489124292522,-25366.190351152363,-38514.29424500923
M,229.0,696.9933867822067,-5090.307338061814,25423.0606510838,40870.97888020342
M,977.0,2941.2171775518605,-10628.722302587994,32555.12718758114,32116.568474994183
F,327.0,1001.0684246518463,-20447.6741358906,25675.59618126566,-19406.588769872717
M,285.0,864.416539138971,4519.930634524592,-9030.883007237444,23725.472503590037
F,969.0,2927.0180414492797,-1384.5914204159667,37349.82548956986,45091.00011677868
M,989.0,2976.641720475131,-8586.402619797207,-32068.32799438411,-38234.390755936045
M,243.0,738.9843604346369,4991.000951885811,40115.84189432824,-48717.11528614461
M,61.0,193.2265923706046,-8185.748507253361,68436.5987071274,969.1432651114969
M,316.0,957.8332989586631,3851.2923309866587,18497.78845174659,-59452.20907103199
F,624.0,1892.1804112864038,-7160.010972727917,-24333.303467464946,-25464.970489037532
F,862.0,2606.159942331522,-2358.8053338777722,7454.98815796163,84743.53511999096
F,84.0,271.67574030348896,-16672.645264624993,32013.15133387499,467.89269563663254
F,178.0,554.2533070731512,-7850.826354498398,10895.095380976903,103098.98346026984
M,773.0,2329.153471923085,2570.0462285808435,52825.51981440703,17556.780345660933
M,519.0,1566.7135150242625,20245.83104444528,14572.266242075491,-37963.60673427313
F,96.0,308.9027834758232,-17620.345029695767,4560.7975768345195,-65045.11873498755
M,666.0,2008.1344245660948,15563.039724636777,45062.149689829275,7239.861166937127
M,993.0,2989.1415717343434,-10942.60622647514,-24750.470557723074,-23555.078557827565
M,346.0,1047.9454082020616,-4026.924027248786,-13046.159564933769,16826.381358331048
F,424.0,1291.6647210751164,-579.0447758221286,14517.458763337085,53916.137356898544
M,416.0,1257.7637502110697,-182.18124016151276,10664.145806700795,51700.413343154374
F,449.0,1367.1096566232068,-12633.693595819217,40452.29581780724,-26230.493775180097
M,499.0,1507.259591171705,2478.433963789005,30827.892181818726,-66967.66160580916
M,25.0,84.72260466620598,10009.512475269094,-17662.848234095378,26284.529832470944
M,872.0,2625.8968103768584,11500.783559385965,-5446.666364296654,-90306.88140013535
M,540.0,1630.2565405048306,3160.5952584181723,-40298.4424694853,40965.705970874216
F,963.0,2909.4423828339113,-12476.552053250733,10732.880580185063,50253.89466932245
M,57.0,181.71636948897122,8535.40977896936,2941.8370565443834,20565.60163924567
F,349.0,1066.7997286246773,-9044.08496365928,-10601.012291510737,-34463.95079977064
F,186.0,577.9018413849984,8114.925003425862,-62716.75095637141,343.4490437420498
F,433.0,1318.9996626328225,8401.959287073281,1394.458951726961,32382.739091338066
F,711.0,2152.1705187902808,3853.98658263564,-56422.053096917814,-27560.70061235391
M,819.0,2466.9687292247577,-9320.80251164872,-1607.0476683813238,-6916.897293367893
F,652.0,1975.8400056995026,2031.7128578352294,11957.531033849868,37599.61639444356
F,916.0,2768.097111402188,8496.296637899984,-36088.358324767054,-61366.4369428956
M,765.0,2304.5771978674793,-14243.780255962378,-1663.317752255846,66904.45147992948
F,886.0,2678.186885389384,-2300.2058998877114,18523.97550436648,84211.19441337019
M,941.0,2833.164846269591,4944.27752180767,23289.96325694537,-5970.401047950712
F,99.0,317.8269887865513,-17290.690379524433,15767.240934263145,-101.1662311184335
F,226.0,697.9127848381422,-7720.673746042987,670.8449072659998,11134.280067489408
F,733.0,2218.9452369594164,-9167.43753227619,19120.426171767707,47693.317985324655
F,296.0,908.2570808648061,-1531.8684893184873,2305.932245892979,42608.247434790705
F,810.0,2450.276794296404,-6206.677786972932,27736.449726090937,4172.052817944565
F,690.0,2089.2422946190745,9675.73768643296,-10010.123020482484,-52.99125915536384
M,562.0,1695.9159867773064,2149.0680137317045,-726.076988726047,-27198.830970894407
F,739.0,2236.985792234384,15958.561075072095,-53167.79565947617,12799.568031929526
F,244.0,752.2960559236398,-8548.922353771944,-4371.14509788155,13287.157477685843
M,441.0,1332.7489543227064,3758.8594474464894,30721.572893318444,-66297.11266276737
M,937.0,2821.2126478659616,15203.359530301019,27295.76400976066,-12061.487988003853
M,926.0,2788.107219397064,21613.51397842238,-7674.778600999248,9501.215955824224
F,657.0,1990.9523187968255,-7453.081356994947,3104.2052501512144,61915.37186274138
M,174.0,532.7317072304186,-8063.833137003684,1013.4087238416964,21172.0547816818
F,962.0,2906.020943900557,-13830.197916124156,10418.62015120995,-95958.06644415414
M,473.0,1428.6809985230511,-3520.5586852491388,-19002.450205002307,86890.8786776111
M,901.0,2712.9892471060452,13022.443821848596,23489.622672686128,-4081.255659688471
M,780.0,2350.3143057725074,-5575.446001098523,45293.30256796372,28998.479680370463
M,655.0,1974.943667692914,-3125.1434403073827,48586.41143085085,-114812.00837717067
M,120.0,369.9077582634452,7915.5936844931475,4713.4876560254625,-47655.997402791014
M,422.0,1275.9716895931927,4631.472131765187,-41824.65230961617,-13714.90188445834
F,157.0,490.57745896885274,5036.760757921189,-8651.262493412592,-12205.101162134732
M,710.0,2140.1533646177263,-1117.2336650164518,7228.506062113393,87296.7552497519
F,232.0,716.2737175620484,-15334.246720094738,4154.221207102169,-48503.82419763699
F,669.0,2027.4557741709682,908.0345644015736,-14338.59370521931,43801.097246906604
M,895.0,2695.4169270913003,672.8039134295101,14380.509444379728,38918.33105663284
M,455.0,1374.8287401501425,1202.8360665560292,-30174.708662989466,14285.111231932291
M,549.0,1657.102635336651,5222.312611937124,-5342.136608081976,-64996.44302638923
F,152.0,475.8556985542526,-1428.3676575355737,604.8609292032678,-6629.744627529021
M,488.0,1474.1017184964323,7378.500709552679,-12387.359848129769,-31548.15228336924
M,943.0,2838.782966274657,7919.185284653178,24223.865706957702,40002.980155719444
M,93.0,289.5738765016872,-13353.200943435546,42856.09855806703,-27210.496343766416
M,241.0,733.2352963850067,-7545.31763118598,26130.30816441522,120057.97977024528
M,486.0,1467.5744839821023,5230.379166519187,21958.65153972531,16966.86599137807
F,104.0,331.7717346865208,7799.4540110109065,-16088.658354941743,16376.56648327846
M,111.0,343.51618066763683,-8800.4114444315,-22185.717577132757,-17596.97311901171
M,705.0,2125.6876941711985,-8209.509663122213,-24718.552247014017,-8754.449046801736
F,614.0,1862.4346025977911,-10209.969826165643,-12898.531340460917,-32318.76519783924
F,542.0,1646.173921918304,-7705.903973296157,24705.43538038152,53384.342473745484
F,908.0,2744.224081229444,20147.740737248772,35039.98113139376,-29406.149175663206
F,221.0,683.1549186845195,-5888.5511896868275,-6083.408269403023,-5141.396320498276
F,658.0,1994.2421743434215,918.7419133723571,2645.432689822469,9061.364377373784
M,806.0,2428.396037438828,7033.94518902686,-56857.96090478271,58548.915637921964
M,841.0,2532.6242439833513,8408.953046606308,42804.60384548438,-49399.90126033817
M,71.0,223.0249197549778,-4190.207653804099,48021.931556129246,-35486.30921453557
F,748.0,2263.5836657960044,-13062.585887178608,-22081.61808586037,-20207.532497878907
F,40.0,139.97674258583567,-5899.33617935349,-13880.395340502271,-8349.359566851372
M,636.0,1918.8718228740804,-9690.839279429087,-27325.844802290958,-50596.50118268698
M,536.0,1618.2255471610852,-2457.254294555894,-11945.634082918059,10323.816217701675
F,535.0,1625.0021416834481,5178.35631436905,28742.012487997697,14028.671996646957
M,467.0,1410.8989794347394,-361.3598854539029,-11315.032725468707,-60179.70108307026
F,263.0,808.710250895101,-6258.8130781830605,-17974.661689128185,63893.157838461244
F,965.0,2915.016596172717,-1251.633506727022,5592.186757857923,39761.086339292815
M,752.0,2266.212652190754,-6714.0940755317815,-37876.9822331615,-16452.495805456387
F,63.0,208.6694579958662,15945.219793607066,455.2832552931355,56759.232269354165
F,233.0,719.3244739943914,19308.35813327773,26307.491989199774,-26196.511775104485
M,260.0,789.3638549904058,13074.058954799517,89.14416635876304,-140309.51549997815
M,479.0,1447.355206211382,-6729.101511392026,15698.618458224006,-25626.48276891948
M,342.0,1036.3839121606395,12009.60094890033,-16398.951629106334,40403.29103120219
M,970.0,2920.4062856655873,-5361.611503504922,-7815.7306565590225,-39821.36698035869
F,720.0,2179.863963904281,9138.881000119572,-15519.317827317773,-58864.01740289622
F,325.0,994.7631874703678,14555.640114219386,-17660.101895850654,-52981.00433076615
F,21.0,83.51823164246692,10142.34512567421,-26754.50640255694,-16739.357568170544
M,557.0,1681.491854480963,-12640.244935967508,7771.6056998013,-104491.67047386339
M,70.0,219.7409094257377,8055.96762074827,-11172.60220945888,4543.28902557873
M,831.0,2503.13988743727,-14529.5785719347,-25359.86905286984,-333.7879184222652
M,390.0,1179.326791621304,-13407.789040164362,22073.33627932011,66537.77094890835
M,84.0,261.9811931080186,-10007.300431367523,18205.064021898874,62072.95149967903
F,645.0,1955.4564140230145,4976.231197212806,46910.50583178011,102906.67345507158
M,744.0,2242.136609721969,1698.7366052610591,32640.42513572626,59769.36846455677
M,272.0,825.8792012489714,24639.877802780564,3447.2168445525663,102083.61365853336
M,24.0,81.99105793860835,4775.990279847518,68227.19524725278,-69439.79106293223
F,211.0,653.0811866226511,2975.686390701855,19126.901261246,-43483.19868022315
M,232.0,706.126752836746,491.9361330661304,-4951.333436864291,-47226.99554295648
F,922.0,2786.3947042597324,-5983.136294398801,14582.81682446581,-33461.03818251234
F,889.0,2687.0445372506924,-19014.761853464486,36710.9284401702,80843.088935804
M,476.0,1438.0322597414663,2924.830500244819,14390.915889856014,-68554.28392747534
M,935.0,2815.5851792774415,8450.928515725318,9161.521852482263,-1655.3325812826615
M,207.0,631.393933334615,-1135.0255099858962,-17091.945161620944,-76180.96319503484
M,234.0,711.8135233225107,-7856.657417366524,24057.0701225707,33192.12693083298
F,7.0,41.14247880171623,22690.087079043573,-18495.966562430778,58593.7496122378
F,48.0,163.75031336978452,9134.70409776952,-10703.599449565754,38656.47788535303
M,825.0,2485.6253103603276,1137.5294786171144,35698.74961629938,-1562.7949522457743
F,210.0,650.5818545097652,3299.1494140023724,32394.73027893596,-53197.43168042495
M,180.0,549.7441531862428,-6161.436337939754,68594.05832580611,15716.296209264385
M,605.0,1824.814631643736,5285.390570357501,-62899.24428439301,49197.75973061036
M,450.0,1360.146891706998,2183.1382785614815,-8693.091990303852,36304.22498846984
F,776.0,2347.902574641864,4158.491809071328,9273.920786460285,64834.95720088155
M,596.0,1797.6389004285272,2980.220481156224,-7753.14555898534,21654.157250113003
F,698.0,2113.646770282836,-2827.524707226545,-9697.090646757251,-5332.801853677171
F,958.0,2893.7774240091476,3825.214992059794,25263.563453246497,-59604.604916522156
M,882.0,2656.246466825491,10042.222194208223,-47293.11575359343,16420.735927231526
F,276.0,848.3188670945201,5316.665324330642,-447.15665297945213,-52417.916039866905
F,384.0,1172.3748176076376,6430.399361421404,12302.621041307415,-36535.54455976604
F,656.0,1987.848714069095,-2083.1533331090614,19977.51648057774,-26995.9407909453
M,983.0,2958.9300321198716,-6895.108261144841,-53335.86522918626,-21584.163838224747
F,793.0,2398.2931891730555,4013.5281714575253,-47997.57362100524,11907.928794334684
M,958.0,2883.989072102172,-10268.20732999983,-11193.917984586944,-28277.111412217342
F,342.0,1046.0018003908895,6821.215747182459,-8984.99330503614,9708.219427680211
M,461.0,1392.9525291707337,-1136.1818204016415,-41809.90466497636,6821.084794115361
F,991.0,2993.143695795352,977.3142314638418,-4288.5098031530315,72731.99935671208
M,321.0,972.9216446238338,13618.345459808454,21667.280206446052,-31728.830565602133
F,786.0,2378.041012545764,-11702.858068054462,-1615.3078976901695,-29930.995761708513
F,596.0,1807.648976607066,5185.706555460608,-43342.027099225226,-88143.31067237437
F,935.0,2824.7635200354557,-10853.19599573881,-10112.189567668942,18565.23624345493
F,490.0,1490.0642836976654,-12288.814849333743,-44207.45157381736,-51876.71199105993
F,915.0,2765.273996318036,-2643.3463118944846,3525.1660476103857,27638.740693229873
M,292.0,885.8151675586867,12290.686966461437,-14821.644315967858,36999.206234827485
M,132.0,405.2989200106784,11684.523828340472,-37052.28116747488,58960.99575327233
M,635.0,1914.9963023107523,3839.140145705325,33338.96175961672,-18749.686655036232
M,835.0,2514.5542781940862,-15350.816067019057,7227.479757704367,5733.043114898479
F,877.0,2651.6759799587558,-9742.52323356369,-47629.123181158815,27539.95273462772
F,819.0,2477.18515211876,-5701.854718500688,-9795.344662752204,-36433.37087062342
M,399.0,1206.5425073863953,-15710.576148944621,-59567.96966229538,14067.93440451915
F,18.0,73.92317872849411,-9574.341315351703,35067.87380501162,38706.084198709286
M,625.0,1884.9924567762291,-3508.2681612518713,-33387.881459719465,-10144.285214542195
F,359.0,1096.3781201818156,-1784.814890760133,-47029.99009593996,-39900.367559976774
M,397.0,1201.1789176695727,723.969525737313,36482.027790922264,-70064.3174692194
M,944.0,2842.4012845613947,9189.000861868477,-22634.542200061424,6288.6719478098985
M,990.0,2980.527382286191,-6611.098207853496,23113.09400259133,-36831.147820406775
F,485.0,1475.499809261901,-6733.625734830771,30072.41568324086,9852.89399468924
M,410.0,1240.0531897114893,-8042.253665888017,18716.637879878796,65552.64892663276
M,391.0,1183.549959333817,-326.93397546682144,30682.169935405072,-40169.00476945667
M,233.0,708.9638675547176,670.1701766558061,50707.40576852009,-11950.965351228668
F,704.0,2132.157213490808,10599.509345304878,-7384.918760035764,49550.301058415775
M,166.0,508.3263433985808,3581.510729319936,-10107.290980934256,-51668.30763889976
M,322.0,976.1207540855348,1267.1683593690336,-20029.311761748148,-9257.114180891955
F,728.0,2203.5320575483147,-10269.79510241067,15806.768141793227,49818.81040677795
M,734.0,2212.1972610526536,15623.84090056461,-72213.88554124853,-41713.75257231759
M,297.0,901.441241541452,13900.760067346378,-12529.52759267303,-25772.72872360379
M,747.0,2250.6646594580006,2172.7822472399534,-42464.7033217457,46680.296482749334
M,320.0,969.948256069676,21120.909904925607,56148.66589699877,2664.729909854407
M,797.0,2400.7780469872214,11277.085533578753,-5057.966353261887,-16699.40836598483
F,132.0,415.38315328494775,-4244.139263666555,-4784.978823506175,61989.93287707434
F,864.0,2612.4212398158043,-13053.20018689768,-58715.26120969802,-14339.363191242468
M,687.0,2071.2027383927716,4870.310175610398,13507.201705158846,-43926.957548515195
F,259.0,796.8280127842813,4271.136861306271,96.28287849698195,44056.33000584986
M,1000.0,3009.7518968899503,-82.7321368780908,5715.077554963721,-126220.44033200867
M,355.0,1074.8847033727427,2731.6849854982756,-7226.6614882632975,10802.424551573773
M,48.0,154.08882113547142,-4959.15534365009,42113.15765517305,-2400.7337324689315
M,523.0,1579.5423559343444,14179.56560528195,27268.43843892906,71901.61369332559
F,934.0,2822.379905224115,-2058.0086106743847,-22367.670711579143,-12833.03131604728
M,726.0,2188.2231583661996,1289.7275645886155,-34873.36799156319,-47194.22519718972
F,701.0,2122.847106891165,-9610.560404963395,-55370.35622363171,-80752.06358638559
M,310.0,939.5765555445477,7061.866967296325,-6534.075179425104,47646.077508202325
M,931.0,2803.3252847100325,-10412.801745052584,-6807.8739253812,20551.310863900828
M,359.0,1087.2201421982018,146.55303956672125,34497.18709766016,47250.94962368232
F,377.0,1150.906601118699,-5014.9775410482325,-2646.9408844497034,25762.080904860806
M,258.0,784.3911478718542,-6818.4267066862085,684.3691242807594,-23447.3253037178
F,256.0,788.1725581299249,14442.77677329041,27055.99237125521,-28149.402913846545
M,546.0,1648.0980494164285,-1161.6301856652851,23290.588657955,-45086.36491406563
F,543.0,1649.0090336027085,-7647.69146300186,-7915.376173089126,14943.752859886867
M,991.0,2982.822672465104,-17736.26258758469,8951.968144312215,27992.419786464456
F,569.0,1726.931970885648,-6420.790321127557,100458.11134888674,4774.001070028493
F,446.0,1357.9525994994594,6972.129084677121,21101.288002092166,48859.10820594444
F,945.0,2855.10741977348,-5720.540979763959,48153.469894751724,-16265.94751133213
F,621.0,1882.3525882516599,-13074.337735642675,-12269.278282403144,-4159.009625055389
F,319.0,976.8560312239404,-4509.965453426509,43959.76213673497,-8472.038287455001
F,553.0,1678.851341551421,11164.931029753963,-28078.679704829454,-92800.80705034263
F,252.0,775.8816652739993,-1449.4589941352926,11897.041257183479,-26905.037634314638
M,800.0,2410.0656092885115,-3787.0982223056817,-20307.542256357716,-19430.67665764331
F,937.0,2831.014575467998,7080.847853862938,-41159.345745885235,-95941.88852741926
F,265.0,814.7619167188619,-8188.654679065696,-1163.0776476494095,10085.507205671698
F,530.0,1610.1893245405852,-2327.444739868601,1086.1990166490411,9496.193972879177
M,387.0,1170.7725959071815,22457.718325128208,20218.464285388738,24436.286008283205
M,703.0,2119.2688403223992,-4843.8983976691225,-10227.86855283028,5595.048966061199
M,107.0,330.7371130297149,-2356.8349011699597,-8799.111252559072,-31887.726329338024
M,633.0,1908.9706739386615,11003.693255945516,29447.14157974277,74823.62405053178
F,880.0,2660.4358451609423,3665.140709600263,32944.76681331774,2803.245535644918
M,952.0,2865.722553538124,4041.633476717891,36989.29843785476,24097.381068944655
M,238.0,723.7118421524243,7899.09291774206,-51345.101931248406,67630.32862866682
M,680.0,2050.364972328893,-10745.387808801588,48752.19517126775,-78872.94789217283
M,46.0,147.889335212403,-14282.993075822033,-9305.646066302057,-45805.42816147023
M,188.0,573.6846042887333,1213.52488941975,-6436.544489823109,-23977.065882028735
F,108.0,343.7159585769154,-4864.895368766346,-4745.0658583525665,34366.19879407459
M,5.0,25.336318430565854,-6657.55628140879,12464.893027534781,-3283.708408211773
F,772.0,2335.7293485199734,10318.855792912067,52284.018655445,-44373.69276096302
F,599.0,1816.9732592526857,11546.32560306756,6205.285726942995,30869.92120607622
F,330.0,1010.1838938202636,2387.164143078083,14477.171446019604,-27003.95255026849
M,433.0,1309.489405387662,3035.0466565715924,-8187.483947028972,-38761.57064157021
M,502.0,1515.6304166287873,4737.049258981731,19228.038748512692,-45716.090467815106
F,840.0,2539.6937579148016,-8768.971210611513,-27712.981963083625,8564.356998024188
F,418.0,1273.492315906241,6050.651752334099,-24264.83719193581,-25899.345286741314
M,868.0,2614.1710963722658,5125.699691625855,2382.4410017382097,-7128.261018927759
F,92.0,296.25264395162685,4921.680733700506,44028.802702221925,40595.60147362992
F,845.0,2554.8209198215436,-14099.460715006444,331.95955214964044,29860.074458032148
M,32.0,105.83968104967627,1804.3596794344994,-5230.308357390563,-7525.162850519554
F,712.0,2156.2943874646435,-2870.260311073765,-5166.019878592738,28097.122296330424
M,938.0,2823.8607011270515,6764.494186519645,22630.8470420538,-12493.552329228696
M,722.0,2175.7391672822055,4310.466479097777,31681.40972040124,78274.4256171806
F,249.0,766.9491222214193,14476.362987099255,32006.931196602513,-1842.1149378092916
F,153.0,479.10535542650047,7675.228575483956,35972.47830291076,-63811.63968082319
F,887.0,2681.6233257076738,279.04912061863934,-23676.256174802213,-61485.18430667258
M,659.0,1986.900476977335,-11310.67201722366,-24654.570750103285,-33373.54006906354
M,905.0,2725.1852596064155,11961.329514454092,-49702.55209582969,-15127.863885423918
F,396.0,1207.8059666311376,19620.586430632902,-28355.254671907427,8485.988327339353
M,711.0,2142.817869330853,11945.025053340878,25468.2664090398,-56279.15048313953
M,149.0,456.9255300620106,-8528.194337982972,-22448.043545847846,-11221.51050991248
F,848.0,2564.1486857569344,773.4575200975842,3625.715878997249,37976.649215058715
F,888.0,2683.5098854941084,-8319.013388559606,-41746.89688193176,-52039.875218492634
F,361.0,1102.6086148483141,9094.48798683216,11301.444724527793,21413.439621329762
F,362.0,1106.1885040651382,-5795.693009514026,-30276.046224483704,-34696.526991806946
F,443.0,1348.8695808770003,-13873.035195073988,-24671.425167778245,-41037.8096481634
F,73.0,239.45809415561502,-115.02631564846716,-5004.751124186877,55298.22863665535
F,287.0,881.2285365898879,-1743.0457445678928,15529.71284854189,-14135.484382339788
